Each row represents the efficiency standards for a specificy type of chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Day Type choices: Default, Wkdy, Wknd, Mon, Tue, Wed, Thu, Fri, Sat, Sun, WntrDsn, SmrDsn, Hol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Category,Units,Day Types,Start Date,End Date,Type,Hr 1,Hr 2,Hr 3,Hr 4,Hr 5,Hr 6,Hr 7,Hr 8,Hr 9,Hr 10,Hr 11,Hr 12,Hr 13,Hr 14,Hr 15,Hr 16,Hr 17,Hr 18,Hr 19,Hr 20,Hr 21,Hr 22,Hr 23,Hr 24,Notes
OutPatientHealthCare ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.5,1,1,1,1,1,1,1,1,1,1,0.52,0.52,0.52,0.28,0.05,0.05,From DOE Prototype Buildings
OutPatientHealthCare ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Exterior_Lgt_189_1,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,From DOE Prototype Buildings
OutPatientHealthCare Exterior_Lgt_ALWAYS_ON,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Exterior_lighting_schedule_a,Lighting,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,From DOE Prototype Buildings
OutPatientHealthCare Exterior_lighting_schedule_b,Lighting,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,From DOE Prototype Buildings
OutPatientHealthCare FAN_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Anesthesia Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Anesthesia Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Anesthesia Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Anesthesia Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Control Room Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Control Room Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Control Room Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Control Room Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Room Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Room Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Room Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 MRI Room Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 1 humidity sched,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 1 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 1 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 1 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 1 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 2 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 2 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 2 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 2 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 3 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 3 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 3 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Operating Room 3 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 PACU Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 PACU Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 PACU Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 PACU Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 1 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 1 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 1 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 1 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 2 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 2 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 2 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Pre-Op Room 2 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Procedure Room Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Procedure Room Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Procedure Room Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Procedure Room Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Recovery Room Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Recovery Room Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Recovery Room Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Recovery Room Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Step Down Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Step Down Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Step Down Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 1 Step Down Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 2 X-Ray Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 2 X-Ray Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 2 X-Ray Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 2 X-Ray Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 1 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 1 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 1 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 1 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 2 Water Equipment Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 2 Water Equipment Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 2 Water Equipment Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Floor 3 Physical Therapy 2 Water Equipment Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Heating-Supply-Air-Temp-Sch,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,16,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare HeatSys1 Loop Setpoint Sched,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,82.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Hours_of_operation,Operation,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Constant,18.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,SmrDsn|Wkdy,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,18.3,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Constant,18.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,19.4,20,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Prototype Buildings
OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,18.3,18.3,18.3,18.3,18.3,18.3,18.3,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,From DOE Prototype Buildings
OutPatientHealthCare Humidity Setpoint Schedule,Unknown,,Default|WntrDsn|SmrDsn|Sat|Wkdy,1-Jan,31-Dec,Constant,50,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare HVACOperationSchd,Operation,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare HW-Loop-Temp-Schedule,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare INFIL_Door_Opening_SCH,Infiltration,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare INFIL_Door_Opening_SCH,Infiltration,,Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0.144,1,1,1,1,1,1,1,1,1,1,1,0.144,0,0,0,0,0,From DOE Prototype Buildings
OutPatientHealthCare INFIL_HALF_ON_SCH,Infiltration,,Default|Sat|Wkdy,1-Jan,31-Dec,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare INFIL_HALF_ON_SCH,Infiltration,,WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare INFIL_SCH,Infiltration,,Default|Sat|Wkdy,1-Jan,31-Dec,Constant,0.25,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare INFIL_SCH,Infiltration,,WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare MaxRelHumSetSch,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare MinOA_MotorizedDamper_Sched,OA Air,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare MinOA_Sched,OA Air,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare MinRelHumSetSch,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,40,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare MinRelHumSetSch_addDI,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,30,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare OR_CLGSETP_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,22.2,22.2,22.2,22.2,22.2,22.2,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,22.2,22.2,22.2,22.2,22.2,22.2,22.2,From DOE Prototype Buildings
OutPatientHealthCare OR_HTGSETP_SCH,Thermostat Setpoint,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,18.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare OR_MinSA_Sched,Unknown,,Default|WntrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare OR_MinSA_Sched,Unknown,,Sat|Wkdy,1-Jan,31-Dec,Hourly,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0.2,0.2,0.2,0.2,0.2,0.2,From DOE Prototype Buildings
OutPatientHealthCare OR_MinSA_Sched,Unknown,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare PlantOnSched,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare ReheatCoilAvailSched,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare Seasonal-Reset-Supply-Air-Temp-Sch,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,11.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare SHADING_SCH,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare SWHSys1 Water Heater Ambient Temperature Schedule Name,Service Water Heating,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,22,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare SWHSys1 Water Heater Setpoint Temperature Schedule Name,Service Water Heating,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare SWHSys1-Loop-Temp-Schedule,Service Water Heating,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare VAV_SAT_SCH,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,12.8,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
OutPatientHealthCare WORK_EFF_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
PrimarySchool BathCorrMechKitchen ClgSetp,Thermostat Setpoint,C,Default|WntrDsn,1-Jan,31-Dec,Constant,27,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
PrimarySchool BathCorrMechKitchen ClgSetp,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Hourly,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,27,27,From DOE Reference Buildings 
PrimarySchool BathCorrMechKitchen HtgSetp,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,16,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
PrimarySchool BathCorrMechKitchen HtgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,16,16,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,16,From DOE Reference Buildings 
PrimarySchool Bldg Equip,Equipment,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.35,0.35,0.35,0.35,0.35,0.35,0.35,From DOE Reference Buildings 
PrimarySchool Bldg Equip,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.35,0.35,0.35,0.35,0.35,0.35,0.35,From DOE Reference Buildings 
PrimarySchool Bldg Equip,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,From DOE Reference Buildings 
PrimarySchool Bldg Equip,Equipment,,Wknd,1-Sep,31-Dec,Constant,0.35,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
PrimarySchool Bldg Equip,Equipment,,Wknd,1-Jul,1-Sep,Constant,0.25,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
